"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"CM0110","2019-09-22 04:00:00","7.000","126.000","0.800","24.200","0.650","1007.600","","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0S940","2019-09-22 04:00:00","150.000","250.000","2.000","22.700","1.000","990.500","","23.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0X250","2019-09-22 04:00:00","33.000","30.000","1.700","23.600","0.790","1004.200","","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0Z200","2019-09-22 04:00:00","153.000","0.000","0.000","23.700","0.990","991.000","","0.500","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0V740","2019-09-22 04:00:00","60.000","294.000","0.500","23.800","0.810","1001.900","","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0G860","2019-09-22 04:00:00","45.000","0.000","0.000","24.100","0.780","1001.400","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0F0A0","2019-09-22 04:00:00","3587.000","195.000","3.900","8.200","0.820","662.200","","0.500","-99.000","-99.000","-99.000","8.800","","6.000",""
"C0Z250","2019-09-22 04:00:00","1124.000","178.000","0.900","18.900","0.990","885.900","","0.500","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0K440","2019-09-22 04:00:00","35.000","0.000","0.200","22.900","0.840","1004.400","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0T900","2019-09-22 04:00:00","160.000","0.000","0.000","23.200","0.950","987.900","","0.000","-99.000","-99.000","-99.000","23.300","","23.100",""
"C0F9V0","2019-09-22 04:00:00","525.000","173.000","0.700","21.200","0.880","950.200","","0.000","-99.000","-99.000","-99.000","21.200","","19.300",""
"C0UA20","2019-09-22 04:00:00","2619.000","211.000","4.000","11.400","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","11.500","","11.100",""
"C0M850","2019-09-22 04:00:00","695.000","0.000","0.000","20.500","0.890","930.200","","0.000","-99.000","-99.000","-99.000","20.600","","19.000",""
"C0G790","2019-09-22 04:00:00","27.000","0.000","0.000","22.200","0.930","1006.600","","0.000","-99.000","-99.000","-99.000","24.600","","21.900",""
"C0C620","2019-09-22 04:00:00","19.000","134.000","0.900","19.900","0.960","1004.900","","0.000","-99.000","-99.000","-99.000","21.900","","19.900",""
"C0I360","2019-09-22 04:00:00","300.000","30.000","2.500","22.400","0.800","973.700","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0M810","2019-09-22 04:00:00","1354.000","298.000","1.200","16.600","0.920","862.300","","0.500","-99.000","-99.000","-99.000","16.600","","15.900",""
"C0AC80","2019-09-22 04:00:00","40.000","0.000","0.100","20.200","0.970","1003.800","","0.000","-99.000","-99.000","-99.000","21.200","","20.200",""
"CM0140","2019-09-22 04:00:00","26.000","315.000","0.800","24.500","0.900","1005.500","","12.500","-99.000","-99.000","-99.000","26.000","","24.400",""
"C0SA20","2019-09-22 04:00:00","857.000","207.000","0.800","19.900","1.000","914.100","","26.000","-99.000","-99.000","-99.000","20.100","","19.600",""
"C0K490","2019-09-22 04:00:00","91.000","43.000","0.800","23.100","0.820","997.500","","0.000","-99.000","-99.000","-99.000","24.200","","23.100",""
"C0V820","2019-09-22 04:00:00","441.000","0.000","0.000","21.500","0.940","960.500","","0.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0S810","2019-09-22 04:00:00","65.000","337.000","0.900","23.300","1.000","1002.900","","10.000","-99.000","-99.000","-99.000","24.300","","23.300",""
"C0R580","2019-09-22 04:00:00","10.000","351.000","0.700","24.500","0.790","1006.300","","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0Z330","2019-09-22 04:00:00","488.000","117.000","1.500","21.500","0.990","954.700","","1.500","-99.000","-99.000","-99.000","22.000","","21.500",""
"C0E590","2019-09-22 04:00:00","40.000","114.000","0.400","20.300","0.910","1002.600","","0.000","-99.000","-99.000","-99.000","23.400","","20.300",""
"C0D540","2019-09-22 04:00:00","227.000","0.000","0.000","19.700","0.920","984.000","","0.000","-99.000","-99.000","-99.000","22.000","","19.700",""
"C0K420","2019-09-22 04:00:00","42.000","0.000","0.000","23.200","0.790","1003.300","","0.000","-99.000","-99.000","-99.000","23.200","","22.400",""
"C0Z180","2019-09-22 04:00:00","34.000","31.000","2.400","23.200","0.950","1003.700","","2.000","-99.000","-99.000","-99.000","24.100","","23.200",""
"C0AD10","2019-09-22 04:00:00","27.000","42.000","0.600","21.200","0.860","1004.700","","0.000","-99.000","-99.000","-99.000","23.500","","21.200",""
"C0M720","2019-09-22 04:00:00","225.000","0.000","0.000","22.500","0.820","982.400","","0.000","-99.000","-99.000","-99.000","23.500","","21.700",""
"C0V450","2019-09-22 04:00:00","51.000","21.000","0.500","23.800","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0E610","2019-09-22 04:00:00","850.000","0.000","0.000","18.800","0.720","915.700","","0.000","-99.000","-99.000","-99.000","19.900","","16.900",""
"C0V610","2019-09-22 04:00:00","22.000","345.000","2.400","24.500","0.790","1005.100","","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0Z310","2019-09-22 04:00:00","59.000","348.000","0.700","22.600","0.990","1001.400","","5.500","-99.000","-99.000","-99.000","23.600","","22.600",""
"C0S700","2019-09-22 04:00:00","507.000","0.000","0.000","21.300","1.000","952.600","","13.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0T9G0","2019-09-22 04:00:00","605.000","238.000","0.400","21.200","0.990","942.300","","0.000","-99.000","-99.000","-99.000","21.200","","21.000",""
"C0U520","2019-09-22 04:00:00","517.000","241.000","2.900","21.000","0.750","952.300","","0.000","-99.000","-99.000","-99.000","21.200","","20.300",""
"C0E750","2019-09-22 04:00:00","62.000","186.000","0.900","21.800","0.810","999.600","","0.000","-99.000","-99.000","-99.000","24.100","","21.800",""
"C0G660","2019-09-22 04:00:00","27.000","0.000","0.100","21.900","0.910","1006.400","","0.000","-99.000","-99.000","-99.000","23.500","","21.600",""
"C0W140","2019-09-22 04:00:00","21.000","0.000","0.000","22.400","0.890","1007.700","","0.000","-99.000","-99.000","-99.000","24.600","","22.300",""
"C0U720","2019-09-22 04:00:00","1260.000","286.000","0.500","16.900","1.000","883.600","","0.000","-99.000","-99.000","-99.000","17.900","","16.900",""
"C0R690","2019-09-22 04:00:00","248.000","351.000","0.900","21.100","-99.000","979.200","","68.500","-99.000","-99.000","-99.000","22.900","","21.000",""
"C0X150","2019-09-22 04:00:00","18.000","349.000","0.800","24.700","0.780","1007.200","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0Z050","2019-09-22 04:00:00","830.000","0.000","0.100","20.200","0.980","918.500","","0.000","-99.000","-99.000","-99.000","20.900","","20.200",""
"C0I490","2019-09-22 04:00:00","1601.000","245.000","1.400","15.300","0.990","838.600","","1.000","-99.000","-99.000","-99.000","15.600","","15.200",""
"C0I090","2019-09-22 04:00:00","910.000","40.000","1.100","20.700","0.710","909.600","","0.000","-99.000","-99.000","-99.000","20.700","","17.200",""
"C0X240","2019-09-22 04:00:00","394.000","62.000","1.400","24.200","0.640","964.600","","0.000","-99.000","-99.000","-99.000","25.000","","22.100",""
"C0S990","2019-09-22 04:00:00","409.000","344.000","0.400","21.300","1.000","962.700","","30.000","-99.000","-99.000","-99.000","22.600","","21.300",""
"C0E850","2019-09-22 04:00:00","104.000","81.000","0.700","21.400","0.830","996.100","","0.000","-99.000","-99.000","-99.000","24.700","","21.300",""
"C0T9B0","2019-09-22 04:00:00","558.000","0.000","0.100","21.400","0.990","946.500","","1.500","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0G650","2019-09-22 04:00:00","34.000","0.000","0.000","22.900","0.950","1004.100","","0.000","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0K580","2019-09-22 04:00:00","26.000","360.000","0.300","23.400","0.840","1006.300","","0.000","-99.000","-99.000","-99.000","23.500","","22.400",""
"C0X050","2019-09-22 04:00:00","25.000","18.000","1.300","23.200","0.860","1003.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.900",""
"CM0100","2019-09-22 04:00:00","25.000","88.000","2.000","21.300","0.850","1005.500","","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"C0AC70","2019-09-22 04:00:00","71.000","203.000","0.400","21.300","0.900","1000.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"CM0130","2019-09-22 04:00:00","11.000","329.000","4.900","25.500","0.700","1007.500","","0.000","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0W110","2019-09-22 04:00:00","16.000","332.000","3.900","-99.000","-99.000","1006.900","","0.000","11.000","333.000","","-999.000","","-999.000",""
"C0R670","2019-09-22 04:00:00","26.000","25.000","0.400","23.200","-99.000","1005.700","","7.500","-99.000","-99.000","-99.000","24.100","","22.800",""
"C0X120","2019-09-22 04:00:00","28.000","345.000","2.000","24.300","0.770","1005.700","","0.000","-99.000","-99.000","-99.000","24.600","","23.800",""
"C0R100","2019-09-22 04:00:00","1006.000","5.000","0.700","18.400","0.960","899.100","","0.000","-99.000","-99.000","-99.000","18.600","","18.300",""
"C0C700","2019-09-22 04:00:00","151.000","0.000","0.200","21.900","0.740","991.700","","0.000","-99.000","-99.000","-99.000","22.700","","21.800",""
"C0W130","2019-09-22 04:00:00","18.000","40.000","2.100","24.800","0.780","1005.400","","0.000","-99.000","-99.000","-99.000","25.100","","24.400",""
"C0F9R0","2019-09-22 04:00:00","20.000","0.000","0.000","23.600","0.840","1006.500","","0.000","-99.000","-99.000","-99.000","24.800","","23.600",""
"C0V660","2019-09-22 04:00:00","25.000","6.000","1.000","24.500","0.780","1006.000","","0.000","-99.000","-99.000","-99.000","24.500","","24.000",""
"C0G780","2019-09-22 04:00:00","27.000","164.000","0.300","23.400","0.780","1004.600","","0.000","-99.000","-99.000","-99.000","25.100","","23.400",""
"C0C590","2019-09-22 04:00:00","72.000","157.000","1.500","20.700","0.850","999.500","","0.000","-99.000","-99.000","-99.000","22.500","","20.400",""
"C0I520","2019-09-22 04:00:00","3860.000","-99.000","-99.000","5.900","0.860","640.600","","-99.000","-99.000","-99.000","-99.000","6.500","","5.500",""
"C0E530","2019-09-22 04:00:00","341.000","0.000","0.200","18.500","0.910","969.500","","0.000","-99.000","-99.000","-99.000","20.500","","18.500",""
"C0M790","2019-09-22 04:00:00","15.000","11.000","0.700","23.800","0.720","1005.300","","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0R130","2019-09-22 04:00:00","1040.000","0.000","0.000","17.800","0.990","893.000","","0.500","-99.000","-99.000","-99.000","19.000","","17.700",""
"C0X170","2019-09-22 04:00:00","50.000","24.000","1.000","24.100","0.780","1001.600","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0K291","2019-09-22 04:00:00","8.000","352.000","2.100","24.000","0.750","1007.600","","0.000","-99.000","-99.000","-99.000","24.100","","23.500",""
"C0D480","2019-09-22 04:00:00","223.000","0.000","0.000","18.600","0.980","982.800","","0.000","-99.000","-99.000","-99.000","20.200","","18.600",""
"C0F0C0","2019-09-22 04:00:00","983.000","0.000","0.000","16.400","0.990","900.500","","0.500","-99.000","-99.000","-99.000","17.400","","16.300",""
"C0U860","2019-09-22 04:00:00","5.000","292.000","1.500","26.600","0.490","1006.700","","0.000","9.300","261.000","","26.600","","24.800",""
"C0UA50","2019-09-22 04:00:00","808.000","315.000","1.300","18.800","0.990","918.800","","0.000","10.300","294.000","","19.300","","17.700",""
"C0T960","2019-09-22 04:00:00","120.000","0.000","0.100","23.700","0.990","993.700","","0.500","-99.000","-99.000","-99.000","23.800","","23.500",""
"C0SA80","2019-09-22 04:00:00","136.000","0.000","0.000","22.900","1.000","992.400","","38.000","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0E780","2019-09-22 04:00:00","160.000","185.000","0.800","19.900","0.920","989.900","","0.000","-99.000","-99.000","-99.000","22.700","","19.900",""
"C0F9Q0","2019-09-22 04:00:00","149.000","163.000","0.300","22.500","0.730","990.200","","0.000","-99.000","-99.000","-99.000","24.700","","22.100",""
"C0F9X0","2019-09-22 04:00:00","166.000","356.000","2.200","23.600","0.640","989.700","","0.000","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0F0D0","2019-09-22 04:00:00","3171.000","146.000","0.900","10.500","0.820","695.900","","0.500","-99.000","-99.000","-99.000","11.400","","8.500",""
"C0S730","2019-09-22 04:00:00","110.000","49.000","4.600","23.500","0.950","995.000","","0.500","-99.000","-99.000","-99.000","25.000","","23.500",""
"C0T790","2019-09-22 04:00:00","2830.000","331.000","1.000","10.100","0.990","724.800","","0.000","-99.000","-99.000","-99.000","11.200","","10.100",""
"C0M830","2019-09-22 04:00:00","540.000","0.000","0.000","21.000","0.990","948.900","","0.000","-99.000","-99.000","-99.000","21.300","","20.500",""
"C0V750","2019-09-22 04:00:00","50.000","346.000","1.100","24.600","0.890","1003.300","","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0K530","2019-09-22 04:00:00","12.000","4.000","0.800","23.600","0.750","1007.000","","0.000","-99.000","-99.000","-99.000","23.600","","22.800",""
"C0G850","2019-09-22 04:00:00","62.000","56.000","1.000","25.000","0.780","1000.100","","0.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0M780","2019-09-22 04:00:00","30.000","15.000","1.400","23.600","0.750","1004.900","","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0V360","2019-09-22 04:00:00","94.000","353.000","0.500","22.000","0.880","997.100","","0.000","-99.000","-99.000","-99.000","22.600","","22.000",""
"C0K510","2019-09-22 04:00:00","10.000","333.000","1.500","23.400","0.790","1006.300","","0.000","-99.000","-99.000","-99.000","23.800","","23.100",""
"C0D650","2019-09-22 04:00:00","97.000","121.000","1.400","21.700","0.750","997.500","","0.000","-99.000","-99.000","-99.000","23.200","","21.700",""
"C0V630","2019-09-22 04:00:00","19.000","351.000","1.400","24.600","0.730","1007.900","","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0U910","2019-09-22 04:00:00","17.000","0.000","0.100","23.900","0.710","1004.700","","0.000","-99.000","-99.000","-99.000","25.500","","23.500",""
"C0U600","2019-09-22 04:00:00","10.000","237.000","1.300","26.400","0.480","1005.500","","0.000","7.800","266.000","","26.600","","23.600",""
"C0G820","2019-09-22 04:00:00","29.000","0.000","0.000","23.700","0.840","1004.000","","0.000","-99.000","-99.000","-99.000","24.100","","23.500",""
"C0R590","2019-09-22 04:00:00","72.000","265.000","0.300","23.900","0.890","999.400","","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0A9E0","2019-09-22 04:00:00","26.000","26.000","0.700","20.900","0.910","1006.100","","0.000","-99.000","-99.000","-99.000","22.100","","20.900",""
"C0R480","2019-09-22 04:00:00","57.000","297.000","0.600","24.000","0.800","1001.300","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0X300","2019-09-22 04:00:00","70.000","0.000","0.000","22.700","0.880","999.800","","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0U970","2019-09-22 04:00:00","7.000","25.000","0.300","26.100","0.500","1007.200","","0.000","9.000","336.000","","27.400","","25.100",""
"C0M750","2019-09-22 04:00:00","10.000","349.000","2.500","24.500","0.730","1006.800","","0.000","-99.000","-99.000","-99.000","24.500","","23.600",""
"C0I110","2019-09-22 04:00:00","161.000","341.000","0.800","22.900","0.840","990.200","","0.000","-99.000","-99.000","-99.000","23.600","","22.800",""
"C0V370","2019-09-22 04:00:00","74.000","0.000","0.200","22.400","0.920","1000.100","","0.000","-99.000","-99.000","-99.000","23.000","","22.000",""
"C0C690","2019-09-22 04:00:00","242.000","180.000","0.900","21.900","0.650","981.100","","0.000","-99.000","-99.000","-99.000","22.400","","19.700",""
"C0A540","2019-09-22 04:00:00","401.000","0.000","0.000","17.400","0.980","962.200","","0.000","-99.000","-99.000","-99.000","19.600","","17.400",""
"C0H950","2019-09-22 04:00:00","192.000","0.000","0.000","21.500","0.970","987.500","","0.000","-99.000","-99.000","-99.000","22.400","","21.500",""
"C0O960","2019-09-22 04:00:00","112.000","355.000","0.300","22.500","0.870","995.200","","0.000","-99.000","-99.000","-99.000","22.700","","22.100",""
"C0AH10","2019-09-22 04:00:00","30.000","223.000","0.900","22.300","0.890","1004.100","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0R680","2019-09-22 04:00:00","13.000","337.000","1.400","22.200","-99.000","1006.300","","70.000","-99.000","-99.000","-99.000","24.900","","22.200",""
"C0X210","2019-09-22 04:00:00","38.000","346.000","1.200","23.600","0.830","1001.800","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0D430","2019-09-22 04:00:00","87.000","0.000","0.000","20.000","0.990","997.600","","0.000","-99.000","-99.000","-99.000","21.900","","19.900",""
"C0AD30","2019-09-22 04:00:00","20.000","0.000","0.000","21.800","0.890","1004.300","","0.000","-99.000","-99.000","-99.000","22.700","","21.600",""
"C0R240","2019-09-22 04:00:00","87.000","48.000","0.500","23.100","0.970","997.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.100",""
"C0AI30","2019-09-22 04:00:00","26.000","0.000","0.000","21.900","0.960","1006.400","","0.000","-99.000","-99.000","-99.000","23.000","","21.900",""
"C0U960","2019-09-22 04:00:00","1885.000","120.000","0.300","14.100","0.990","811.000","","0.000","-99.000","-99.000","-99.000","14.100","","13.000",""
"C0T9E0","2019-09-22 04:00:00","415.000","0.000","0.000","21.400","0.960","962.200","","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0D550","2019-09-22 04:00:00","1956.000","0.000","0.000","11.100","0.970","808.200","","2.000","-99.000","-99.000","-99.000","12.200","","11.100",""
"C0C630","2019-09-22 04:00:00","209.000","202.000","3.000","21.300","0.770","985.000","","0.000","-99.000","-99.000","-99.000","22.500","","20.800",""
"C0C710","2019-09-22 04:00:00","143.000","0.000","0.000","19.000","0.990","992.800","","0.000","-99.000","-99.000","-99.000","21.300","","19.000",""
"C0Z190","2019-09-22 04:00:00","62.000","19.000","0.300","23.300","1.000","999.900","","1.500","-99.000","-99.000","-99.000","24.100","","23.100",""
"C0Z020","2019-09-22 04:00:00","211.000","186.000","2.800","23.300","0.990","983.100","","0.000","-99.000","-99.000","-99.000","23.600","","23.300",""
"C0I380","2019-09-22 04:00:00","258.000","154.000","0.500","22.500","0.930","978.300","","0.000","-99.000","-99.000","-99.000","22.700","","21.900",""
"C0D560","2019-09-22 04:00:00","147.000","120.000","1.000","21.600","0.790","992.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.400",""
"C0Z220","2019-09-22 04:00:00","589.000","241.000","0.400","20.500","0.990","943.500","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0R220","2019-09-22 04:00:00","23.000","294.000","0.400","24.400","0.920","1005.300","","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0A870","2019-09-22 04:00:00","685.000","286.000","4.700","17.900","0.920","930.200","","0.000","-99.000","-99.000","-99.000","17.900","","16.700",""
"C0V670","2019-09-22 04:00:00","20.000","341.000","2.000","24.900","0.750","1005.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0G770","2019-09-22 04:00:00","15.000","0.000","0.000","24.400","0.740","1005.800","","0.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0C540","2019-09-22 04:00:00","46.000","167.000","0.600","19.800","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","21.700","","19.700",""
"C0F9O0","2019-09-22 04:00:00","175.000","0.000","0.000","23.300","0.790","988.100","","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0Z230","2019-09-22 04:00:00","31.000","277.000","2.500","23.600","0.900","1004.900","","1.500","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0U900","2019-09-22 04:00:00","63.000","267.000","3.600","27.200","0.410","1001.100","","0.000","9.000","271.000","","27.200","","24.800",""
"C0X200","2019-09-22 04:00:00","61.000","0.000","0.000","23.000","0.880","1000.800","","0.000","-99.000","-99.000","-99.000","23.300","","22.700",""
"C0G640","2019-09-22 04:00:00","17.000","0.000","0.000","21.600","0.840","1007.700","","0.000","-99.000","-99.000","-99.000","23.600","","21.600",""
"C0Z080","2019-09-22 04:00:00","298.000","0.000","0.000","22.900","0.980","973.900","","0.500","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0U770","2019-09-22 04:00:00","5.000","340.000","3.100","23.000","0.870","1006.800","","0.000","-99.000","-99.000","-99.000","23.400","","22.800",""
"C0Z210","2019-09-22 04:00:00","126.000","184.000","1.100","23.300","0.990","994.300","","0.000","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0V690","2019-09-22 04:00:00","30.000","356.000","1.100","25.100","0.790","1005.000","","0.000","-99.000","-99.000","-99.000","25.700","","24.700",""
"C0M690","2019-09-22 04:00:00","33.000","358.000","2.100","23.600","0.780","1003.300","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0F970","2019-09-22 04:00:00","145.000","0.000","0.000","23.800","0.730","990.900","","0.000","-99.000","-99.000","-99.000","24.500","","23.800",""
"C0C490","2019-09-22 04:00:00","157.000","305.000","0.700","20.800","0.850","990.600","","0.000","-99.000","-99.000","-99.000","22.400","","20.800",""
"C0X160","2019-09-22 04:00:00","26.000","330.000","1.900","25.100","0.720","1005.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0S760","2019-09-22 04:00:00","1621.000","172.000","0.700","16.900","1.000","836.300","","4.000","-99.000","-99.000","-99.000","17.000","","16.600",""
"C0O830","2019-09-22 04:00:00","127.000","251.000","0.500","22.100","0.950","994.000","","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0A9A0","2019-09-22 04:00:00","24.000","0.000","0.000","21.100","0.910","1005.800","","0.000","-99.000","-99.000","-99.000","22.100","","20.900",""
"C0AD50","2019-09-22 04:00:00","84.000","0.000","0.000","20.700","1.000","999.600","","0.000","-99.000","-99.000","-99.000","23.200","","20.700",""
"C0G620","2019-09-22 04:00:00","110.000","205.000","0.900","21.700","0.940","996.100","","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0V310","2019-09-22 04:00:00","46.000","279.000","0.900","24.500","0.740","1001.200","","0.000","-99.000","-99.000","-99.000","24.500","","23.800",""
"C0X110","2019-09-22 04:00:00","20.000","6.000","1.400","25.200","0.710","1005.800","","0.000","-99.000","-99.000","-99.000","25.800","","24.700",""
"C0S980","2019-09-22 04:00:00","901.000","135.000","1.100","20.200","1.000","909.100","","37.500","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0O860","2019-09-22 04:00:00","38.000","0.000","0.000","23.900","0.910","1003.000","","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0U950","2019-09-22 04:00:00","1012.000","296.000","10.700","16.800","0.840","897.700","","0.500","-99.000","-99.000","-99.000","16.800","","15.500",""
"C0R260","2019-09-22 04:00:00","76.000","0.000","0.000","24.200","0.880","999.000","","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0X270","2019-09-22 04:00:00","33.000","14.000","0.900","22.600","0.900","1005.000","","0.000","-99.000","-99.000","-99.000","22.900","","22.300",""
"C0G880","2019-09-22 04:00:00","92.000","100.000","0.700","23.000","0.830","998.100","","0.000","-99.000","-99.000","-99.000","23.500","","22.300",""
"C0O810","2019-09-22 04:00:00","161.000","166.000","0.700","22.500","0.990","992.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.200",""
"C0E790","2019-09-22 04:00:00","344.000","139.000","0.600","21.400","0.950","968.900","","0.000","-99.000","-99.000","-99.000","22.100","","21.400",""
"C0F9Y0","2019-09-22 04:00:00","3313.000","345.000","3.400","9.200","0.880","684.600","","0.000","-99.000","-99.000","-99.000","9.400","","8.500",""
"C0S930","2019-09-22 04:00:00","248.000","349.000","0.300","23.200","0.970","980.400","","3.500","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0M770","2019-09-22 04:00:00","164.000","359.000","1.600","23.600","0.820","989.000","","0.000","-99.000","-99.000","-99.000","26.300","","23.500",""
"C0R470","2019-09-22 04:00:00","103.000","262.000","0.900","23.900","0.930","996.600","","0.000","-99.000","-99.000","-99.000","24.700","","23.900",""
"C0W120","2019-09-22 04:00:00","58.000","50.000","2.200","23.100","0.860","1002.400","","0.000","-99.000","-99.000","-99.000","24.300","","23.100",""
"C0V350","2019-09-22 04:00:00","36.000","265.000","0.300","23.800","0.850","1004.700","","0.000","-99.000","-99.000","-99.000","24.500","","23.500",""
"CM0160","2019-09-22 04:00:00","196.000","0.000","0.100","21.200","0.930","991.500","","0.000","-99.000","-99.000","-99.000","21.300","","20.800",""
"C0V500","2019-09-22 04:00:00","6.000","347.000","0.600","25.500","0.780","1006.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0SA30","2019-09-22 04:00:00","92.000","4.000","1.000","23.100","0.980","998.300","","31.500","-99.000","-99.000","-99.000","24.500","","23.000",""
"C0U710","2019-09-22 04:00:00","1942.000","0.000","0.100","11.600","0.990","804.600","","0.500","-99.000","-99.000","-99.000","12.700","","11.400",""
"C0Z100","2019-09-22 04:00:00","36.000","0.000","0.000","24.100","0.980","1004.900","","0.000","-99.000","-99.000","-99.000","24.400","","23.900",""
"C0Z170","2019-09-22 04:00:00","199.000","0.000","0.000","24.500","0.990","986.600","","0.500","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0K430","2019-09-22 04:00:00","30.000","343.000","0.800","23.100","0.810","1005.700","","0.000","-99.000","-99.000","-99.000","23.700","","22.400",""
"C0T9M0","2019-09-22 04:00:00","92.000","272.000","3.200","23.000","1.000","998.400","","0.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0AI00","2019-09-22 04:00:00","188.000","227.000","1.800","21.000","0.900","986.800","","0.000","-99.000","-99.000","-99.000","23.100","","20.900",""
"C0AC40","2019-09-22 04:00:00","1079.000","302.000","5.000","15.200","0.990","889.400","","0.500","-99.000","-99.000","-99.000","15.200","","14.100",""
"C0F9M0","2019-09-22 04:00:00","230.000","30.000","0.900","22.700","0.780","982.000","","0.000","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0A930","2019-09-22 04:00:00","216.000","249.000","0.800","22.100","0.870","982.300","","0.000","-99.000","-99.000","-99.000","23.200","","21.800",""
"C0A640","2019-09-22 04:00:00","241.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I420","2019-09-22 04:00:00","305.000","87.000","0.400","21.700","0.890","974.200","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0R170","2019-09-22 04:00:00","26.000","306.000","0.300","23.800","1.000","1005.000","","0.000","-99.000","-99.000","-99.000","24.700","","23.500",""
"C0M530","2019-09-22 04:00:00","1385.000","55.000","1.900","17.300","0.820","864.800","","0.000","-99.000","-99.000","-99.000","17.300","","15.600",""
"C0H960","2019-09-22 04:00:00","120.000","194.000","2.200","22.800","0.920","993.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.200",""
"C0V620","2019-09-22 04:00:00","18.000","355.000","1.100","24.400","0.780","1005.800","","0.000","-99.000","-99.000","-99.000","24.600","","23.800",""
"C0X280","2019-09-22 04:00:00","22.000","6.000","3.500","24.700","0.740","1005.900","","0.000","-99.000","-99.000","-99.000","24.700","","23.600",""
"C0AH40","2019-09-22 04:00:00","426.000","5.000","1.200","19.900","0.920","960.500","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0T9A0","2019-09-22 04:00:00","498.000","178.000","1.600","20.600","0.990","952.200","","0.000","-99.000","-99.000","-99.000","21.000","","20.200",""
