"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I010","2019-09-22 11:00:00","1562.000","299.000","1.600","17.000","0.960","848.000","","2.000","-99.000","-99.000","-99.000","17.900","","14.900",""
"C0F930","2019-09-22 11:00:00","100.000","332.000","1.000","28.500","0.710","1000.200","","0.000","-99.000","-99.000","-99.000","29.300","","24.100",""
"C0X180","2019-09-22 11:00:00","62.000","353.000","1.600","29.200","0.540","1003.300","","0.000","7.900","302.000","","29.500","","23.100",""
"C0ACA0","2019-09-22 11:00:00","25.000","0.000","0.000","25.200","0.670","1008.300","","0.000","-99.000","-99.000","-99.000","25.200","","21.100",""
"C0M820","2019-09-22 11:00:00","980.000","195.000","0.800","21.700","0.710","904.800","","0.000","-99.000","-99.000","-99.000","22.500","","18.200",""
"C0F9S0","2019-09-22 11:00:00","43.000","323.000","1.500","29.100","0.550","1006.600","","0.000","-99.000","-99.000","-99.000","29.100","","23.300",""
"C0A950","2019-09-22 11:00:00","60.000","292.000","8.200","25.600","0.690","1005.100","","0.000","-99.000","-99.000","-99.000","26.100","","24.100",""
"C0F9L0","2019-09-22 11:00:00","253.000","49.000","2.100","27.100","0.620","982.800","","0.000","-99.000","-99.000","-99.000","27.100","","22.600",""
"C0R550","2019-09-22 11:00:00","38.000","352.000","1.600","28.000","0.630","1007.400","","0.000","-99.000","-99.000","-99.000","28.000","","23.900",""
"C0V530","2019-09-22 11:00:00","34.000","358.000","3.600","29.700","0.470","1006.700","","0.000","-99.000","-99.000","-99.000","29.700","","23.200",""
"C0AI10","2019-09-22 11:00:00","76.000","187.000","0.700","23.300","0.820","1003.200","","0.000","-99.000","-99.000","-99.000","23.300","","19.300",""
"C0V680","2019-09-22 11:00:00","40.000","355.000","3.800","29.900","0.490","1006.300","","0.000","-99.000","-99.000","-99.000","29.900","","23.900",""
"C0Z290","2019-09-22 11:00:00","946.000","120.000","0.900","18.700","0.990","908.200","","3.000","-99.000","-99.000","-99.000","19.900","","18.200",""
"CM0120","2019-09-22 11:00:00","4.000","20.000","1.600","27.700","0.610","1011.100","","0.000","-99.000","-99.000","-99.000","28.100","","23.200",""
"C0G760","2019-09-22 11:00:00","53.000","44.000","2.100","28.700","0.570","1007.400","","0.000","-99.000","-99.000","-99.000","28.700","","23.100",""
"C0K450","2019-09-22 11:00:00","35.000","19.000","3.700","28.200","0.620","1006.600","","0.000","-99.000","-99.000","-99.000","28.200","","23.000",""
"C0E820","2019-09-22 11:00:00","220.000","359.000","0.900","26.000","0.660","986.800","","0.000","-99.000","-99.000","-99.000","26.000","","19.100",""
"C0A530","2019-09-22 11:00:00","300.000","231.000","0.600","22.000","0.930","978.500","","0.000","-99.000","-99.000","-99.000","22.100","","17.800",""
"C0M520","2019-09-22 11:00:00","15.000","15.000","4.100","29.000","0.550","1008.900","","0.000","-99.000","-99.000","-99.000","29.800","","22.900",""
"C0K240","2019-09-22 11:00:00","1132.000","311.000","1.500","21.400","0.920","891.400","","0.000","-99.000","-99.000","-99.000","22.100","","16.300",""
"C0V210","2019-09-22 11:00:00","734.000","187.000","1.400","25.300","0.680","930.900","","0.000","-99.000","-99.000","-99.000","25.300","","20.300",""
"C0Z320","2019-09-22 11:00:00","646.000","35.000","0.400","20.900","0.990","939.700","","0.500","-99.000","-99.000","-99.000","21.100","","20.300",""
"C0R600","2019-09-22 11:00:00","766.000","162.000","0.800","22.800","0.900","926.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.000",""
"C0C650","2019-09-22 11:00:00","208.000","162.000","0.300","24.000","0.690","988.300","","0.000","-99.000","-99.000","-99.000","24.000","","18.600",""
"C0F9I0","2019-09-22 11:00:00","194.000","13.000","2.000","27.200","0.630","989.500","","0.000","-99.000","-99.000","-99.000","27.200","","22.600",""
"C0T820","2019-09-22 11:00:00","550.000","111.000","1.500","22.900","0.800","953.100","","0.000","-99.000","-99.000","-99.000","24.000","","21.100",""
"C0S890","2019-09-22 11:00:00","238.000","217.000","1.400","24.600","0.870","987.500","","7.000","-99.000","-99.000","-99.000","24.700","","22.900",""
"C0G840","2019-09-22 11:00:00","32.000","2.000","0.900","28.600","0.660","1005.600","","0.000","-99.000","-99.000","-99.000","28.800","","22.800",""
"C0V710","2019-09-22 11:00:00","34.000","349.000","2.800","30.100","0.470","1006.700","","0.000","10.000","340.000","","30.100","","24.900",""
"C0X140","2019-09-22 11:00:00","17.000","356.000","1.300","31.000","0.520","1008.500","","0.000","-99.000","-99.000","-99.000","31.000","","24.200",""
"C0C680","2019-09-22 11:00:00","228.000","226.000","1.200","24.700","0.630","984.600","","0.000","-99.000","-99.000","-99.000","24.700","","20.200",""
"C0D360","2019-09-22 11:00:00","523.000","0.000","0.000","21.400","0.880","952.600","","0.000","-99.000","-99.000","-99.000","21.600","","17.900",""
"C0C710","2019-09-22 11:00:00","143.000","0.000","0.200","23.800","0.790","996.200","","0.000","-99.000","-99.000","-99.000","23.800","","18.500",""
"C0Z190","2019-09-22 11:00:00","62.000","0.000","0.000","22.600","0.990","1004.600","","7.500","-99.000","-99.000","-99.000","24.100","","21.600",""
"C0Z020","2019-09-22 11:00:00","211.000","178.000","2.800","24.200","0.990","986.900","","0.000","-99.000","-99.000","-99.000","24.300","","22.800",""
"C0I380","2019-09-22 11:00:00","258.000","338.000","0.500","26.500","0.690","981.600","","0.000","-99.000","-99.000","-99.000","26.500","","21.900",""
"C0D560","2019-09-22 11:00:00","147.000","24.000","0.500","27.500","0.610","995.600","","0.000","-99.000","-99.000","-99.000","27.700","","21.400",""
"C0Z220","2019-09-22 11:00:00","589.000","26.000","0.400","21.300","0.950","947.300","","0.000","-99.000","-99.000","-99.000","21.500","","20.400",""
"C0R220","2019-09-22 11:00:00","23.000","317.000","1.500","28.200","0.620","1008.600","","0.000","-99.000","-99.000","-99.000","28.200","","24.100",""
"C0A870","2019-09-22 11:00:00","685.000","265.000","1.500","21.200","0.870","934.200","","0.000","-99.000","-99.000","-99.000","21.200","","16.700",""
"C0V670","2019-09-22 11:00:00","20.000","335.000","3.100","29.900","0.500","1008.500","","0.000","-99.000","-99.000","-99.000","30.400","","24.600",""
"C0G770","2019-09-22 11:00:00","15.000","352.000","1.300","29.100","0.530","1009.400","","0.000","-99.000","-99.000","-99.000","29.100","","23.700",""
"C0C540","2019-09-22 11:00:00","46.000","260.000","0.500","26.800","0.590","-99.000","","0.000","-99.000","-99.000","-99.000","26.800","","19.700",""
"C0Z230","2019-09-22 11:00:00","31.000","219.000","2.600","22.900","0.780","1009.400","","1.500","-99.000","-99.000","-99.000","24.900","","22.800",""
"C0U900","2019-09-22 11:00:00","63.000","167.000","3.100","28.000","0.530","1005.000","","0.000","-99.000","-99.000","-99.000","28.000","","24.800",""
"C0X200","2019-09-22 11:00:00","61.000","1.000","2.800","28.900","0.550","1003.900","","0.000","-99.000","-99.000","-99.000","28.900","","22.300",""
"C0G640","2019-09-22 11:00:00","17.000","342.000","1.700","29.200","0.530","1011.400","","0.000","-99.000","-99.000","-99.000","29.600","","21.600",""
"C0Z080","2019-09-22 11:00:00","298.000","24.000","0.300","23.700","0.970","978.100","","1.000","-99.000","-99.000","-99.000","23.800","","22.100",""
"C0U770","2019-09-22 11:00:00","5.000","202.000","3.800","25.800","0.670","1011.100","","0.000","-99.000","-99.000","-99.000","26.800","","22.700",""
"C0Z210","2019-09-22 11:00:00","126.000","161.000","0.600","24.400","0.990","998.400","","1.500","-99.000","-99.000","-99.000","24.500","","23.000",""
"C0V690","2019-09-22 11:00:00","30.000","319.000","2.900","29.500","0.600","1008.100","","0.000","-99.000","-99.000","-99.000","29.500","","24.700",""
"C0M690","2019-09-22 11:00:00","33.000","7.000","3.300","29.400","0.540","1006.500","","0.000","-99.000","-99.000","-99.000","29.400","","23.100",""
"C0F970","2019-09-22 11:00:00","145.000","49.000","1.400","27.400","0.530","994.100","","0.000","-99.000","-99.000","-99.000","27.400","","22.900",""
"C0C490","2019-09-22 11:00:00","157.000","195.000","1.200","25.500","0.660","994.000","","0.000","-99.000","-99.000","-99.000","25.500","","20.700",""
"C0X160","2019-09-22 11:00:00","26.000","2.000","2.800","30.400","0.460","1008.300","","0.000","-99.000","-99.000","-99.000","30.400","","24.200",""
"C0S760","2019-09-22 11:00:00","1621.000","172.000","1.000","18.500","1.000","839.000","","9.500","-99.000","-99.000","-99.000","18.500","","16.500",""
"C0O830","2019-09-22 11:00:00","127.000","2.000","1.700","30.000","0.530","997.000","","0.000","-99.000","-99.000","-99.000","30.700","","22.000",""
"C0A9A0","2019-09-22 11:00:00","24.000","0.000","0.000","25.200","0.740","1009.600","","0.000","-99.000","-99.000","-99.000","25.200","","20.600",""
"C0AD50","2019-09-22 11:00:00","84.000","186.000","0.400","24.900","0.820","1003.200","","0.000","-99.000","-99.000","-99.000","24.900","","20.500",""
"C0G620","2019-09-22 11:00:00","110.000","16.000","1.200","29.000","0.680","999.500","","0.000","-99.000","-99.000","-99.000","29.000","","21.300",""
"C0V310","2019-09-22 11:00:00","46.000","45.000","2.200","29.400","0.480","1004.400","","0.000","-99.000","-99.000","-99.000","29.400","","23.500",""
"C0X110","2019-09-22 11:00:00","20.000","11.000","2.900","29.600","0.520","1008.800","","0.000","-99.000","-99.000","-99.000","29.600","","24.700",""
"C0S980","2019-09-22 11:00:00","901.000","64.000","1.500","19.500","1.000","912.600","","56.000","-99.000","-99.000","-99.000","20.700","","19.500",""
"C0O860","2019-09-22 11:00:00","38.000","350.000","2.700","29.900","0.500","1006.100","","0.000","-99.000","-99.000","-99.000","30.000","","23.400",""
"C0U950","2019-09-22 11:00:00","1012.000","298.000","6.400","17.400","0.900","901.500","","0.500","-99.000","-99.000","-99.000","18.000","","15.500",""
"C0R260","2019-09-22 11:00:00","76.000","75.000","0.500","26.000","0.840","1002.500","","1.000","-99.000","-99.000","-99.000","26.000","","22.400",""
"C0X270","2019-09-22 11:00:00","33.000","13.000","2.500","29.800","0.530","1008.200","","0.000","-99.000","-99.000","-99.000","29.900","","22.100",""
"C0G880","2019-09-22 11:00:00","92.000","349.000","2.000","27.700","0.550","1001.800","","0.000","-99.000","-99.000","-99.000","27.700","","22.300",""
"C0R520","2019-09-22 11:00:00","18.000","4.000","2.400","28.300","0.640","1009.000","","0.000","-99.000","-99.000","-99.000","28.300","","24.400",""
"C0S750","2019-09-22 11:00:00","2280.000","0.000","0.000","16.900","1.000","773.800","","5.500","-99.000","-99.000","-99.000","16.900","","13.300",""
"C0I370","2019-09-22 11:00:00","671.000","9.000","1.200","23.400","0.670","938.100","","0.000","-99.000","-99.000","-99.000","23.400","","19.100",""
"C0K400","2019-09-22 11:00:00","65.000","56.000","1.900","29.100","0.570","1004.500","","0.000","-99.000","-99.000","-99.000","29.100","","23.100",""
"C0A650","2019-09-22 11:00:00","287.000","204.000","1.800","23.000","0.790","979.700","","0.000","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0U750","2019-09-22 11:00:00","398.000","288.000","1.400","24.200","0.690","966.500","","0.000","-99.000","-99.000","-99.000","25.100","","20.800",""
"C0M730","2019-09-22 11:00:00","40.000","1.000","2.000","30.800","0.470","1005.900","","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0Z061","2019-09-22 11:00:00","174.000","0.000","0.100","24.900","0.990","994.800","","1.500","-99.000","-99.000","-99.000","24.900","","22.900",""
"C0M670","2019-09-22 11:00:00","43.000","10.000","3.300","28.400","0.580","1005.800","","0.000","-99.000","-99.000","-99.000","28.700","","23.500",""
"C0I530","2019-09-22 11:00:00","3014.000","226.000","7.000","10.100","1.000","702.300","","1.500","-99.000","-99.000","-99.000","10.400","","9.300",""
"C0A880","2019-09-22 11:00:00","6.000","335.000","2.300","27.600","0.640","1009.300","","0.000","8.200","344.000","","27.800","","20.100",""
"C0S950","2019-09-22 11:00:00","415.000","35.000","1.300","22.200","0.980","964.700","","27.000","-99.000","-99.000","-99.000","22.500","","20.900",""
"C0X190","2019-09-22 11:00:00","10.000","337.000","3.000","29.200","0.560","1009.400","","0.000","-99.000","-99.000","-99.000","29.200","","24.200",""
"C0A560","2019-09-22 11:00:00","405.000","320.000","3.100","23.400","0.760","965.500","","0.000","-99.000","-99.000","-99.000","23.800","","16.600",""
"C0E790","2019-09-22 12:00:00","344.000","102.000","1.500","27.600","0.560","971.800","","0.000","-99.000","-99.000","-99.000","27.600","","21.000",""
"C0F9Y0","2019-09-22 12:00:00","3313.000","214.000","1.900","11.100","1.000","687.000","","0.000","-99.000","-99.000","-99.000","13.300","","8.500",""
"C0S930","2019-09-22 12:00:00","248.000","314.000","0.800","25.300","0.740","983.600","","17.500","-99.000","-99.000","-99.000","25.300","","22.400",""
"C0M770","2019-09-22 12:00:00","164.000","360.000","3.200","28.500","0.520","991.800","","0.000","-99.000","-99.000","-99.000","28.500","","23.300",""
"C0R470","2019-09-22 12:00:00","103.000","355.000","0.700","29.300","0.630","999.300","","0.000","-99.000","-99.000","-99.000","29.600","","23.900",""
"C0W120","2019-09-22 12:00:00","58.000","318.000","3.200","26.500","0.740","1005.300","","0.000","-99.000","-99.000","-99.000","27.300","","23.000",""
"C0V350","2019-09-22 12:00:00","36.000","306.000","2.000","31.000","0.520","1007.400","","0.000","-99.000","-99.000","-99.000","31.000","","23.500",""
"CM0160","2019-09-22 12:00:00","196.000","26.000","0.600","28.100","0.530","994.200","","0.000","-99.000","-99.000","-99.000","28.400","","20.800",""
"C0V500","2019-09-22 12:00:00","6.000","318.000","1.000","29.400","0.620","1009.000","","0.000","-99.000","-99.000","-99.000","29.800","","25.000",""
"C0SA30","2019-09-22 12:00:00","92.000","272.000","0.500","24.600","0.830","1001.800","","39.000","-99.000","-99.000","-99.000","24.700","","22.300",""
"C0U710","2019-09-22 12:00:00","1942.000","0.000","0.000","14.500","0.990","807.600","","0.500","-99.000","-99.000","-99.000","15.300","","11.300",""
"C0Z100","2019-09-22 12:00:00","36.000","281.000","1.100","23.300","0.950","1009.500","","5.500","-99.000","-99.000","-99.000","24.400","","22.100",""
"C0Z170","2019-09-22 12:00:00","199.000","310.000","1.700","24.400","0.870","990.500","","3.000","-99.000","-99.000","-99.000","25.000","","23.100",""
"C0K430","2019-09-22 12:00:00","30.000","358.000","2.000","28.700","0.540","1008.600","","0.000","-99.000","-99.000","-99.000","28.700","","22.400",""
"C0T9M0","2019-09-22 12:00:00","92.000","310.000","1.200","23.800","0.970","1002.300","","1.500","-99.000","-99.000","-99.000","24.800","","22.900",""
"C0AI00","2019-09-22 12:00:00","188.000","30.000","0.500","25.600","0.790","990.500","","0.000","-99.000","-99.000","-99.000","25.600","","20.900",""
"C0AC40","2019-09-22 12:00:00","1079.000","321.000","2.700","16.400","0.990","892.600","","0.500","-99.000","-99.000","-99.000","17.000","","14.100",""
"C0F9M0","2019-09-22 12:00:00","230.000","355.000","1.200","27.400","0.560","985.100","","0.000","-99.000","-99.000","-99.000","27.600","","22.200",""
"C0A930","2019-09-22 12:00:00","216.000","339.000","1.900","24.800","0.760","985.900","","0.000","-99.000","-99.000","-99.000","25.500","","21.800",""
"C0A640","2019-09-22 12:00:00","241.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I420","2019-09-22 12:00:00","305.000","215.000","1.000","27.700","0.590","976.700","","0.000","-99.000","-99.000","-99.000","27.800","","21.300",""
"C0R170","2019-09-22 12:00:00","26.000","314.000","1.000","29.600","0.530","1007.600","","0.000","-99.000","-99.000","-99.000","29.700","","23.400",""
"C0M530","2019-09-22 12:00:00","1385.000","201.000","0.700","19.600","0.870","867.800","","0.000","-99.000","-99.000","-99.000","19.900","","15.600",""
"C0H960","2019-09-22 12:00:00","120.000","40.000","0.900","29.500","0.500","996.300","","0.000","-99.000","-99.000","-99.000","29.500","","22.200",""
"C0F9N0","2019-09-22 12:00:00","75.000","35.000","1.500","30.200","0.460","1002.600","","0.000","-99.000","-99.000","-99.000","30.200","","24.100",""
"C0G740","2019-09-22 12:00:00","24.000","332.000","2.300","28.900","0.540","1008.600","","0.500","-99.000","-99.000","-99.000","29.100","","22.600",""
"C0UA70","2019-09-22 12:00:00","547.000","288.000","4.700","22.900","0.840","950.700","","0.000","11.800","303.000","","23.900","","18.800",""
"C0AC60","2019-09-22 12:00:00","55.000","229.000","0.700","26.600","0.590","1005.500","","0.000","-99.000","-99.000","-99.000","26.900","","20.900",""
"C0R510","2019-09-22 12:00:00","31.000","349.000","1.100","30.100","0.490","1007.300","","0.000","-99.000","-99.000","-99.000","30.100","","24.600",""
"C1R320","2019-09-22 12:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","34.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-09-22 12:00:00","19.000","340.000","3.700","29.200","0.640","1010.200","","0.000","-99.000","-99.000","-99.000","31.000","","23.200",""
"C0E550","2019-09-22 12:00:00","84.000","358.000","1.200","27.400","0.650","1003.100","","0.000","-99.000","-99.000","-99.000","27.600","","20.000",""
"C0AI20","2019-09-22 12:00:00","25.000","349.000","4.600","25.800","0.650","1008.900","","0.000","-99.000","-99.000","-99.000","26.000","","22.200",""
"C0E740","2019-09-22 12:00:00","27.000","304.000","0.800","28.200","0.580","1007.900","","0.000","-99.000","-99.000","-99.000","28.200","","19.600",""
"C0R650","2019-09-22 12:00:00","29.000","89.000","1.000","29.000","0.570","1008.700","","0.000","-99.000","-99.000","-99.000","29.000","","24.100",""
"C0S750","2019-09-22 12:00:00","2280.000","0.000","0.100","17.300","0.950","773.400","","6.000","-99.000","-99.000","-99.000","17.300","","13.300",""
"C0I370","2019-09-22 12:00:00","671.000","350.000","1.400","24.400","0.650","937.800","","0.000","-99.000","-99.000","-99.000","24.700","","19.100",""
"C0K400","2019-09-22 12:00:00","65.000","353.000","2.000","28.300","0.630","1004.100","","0.000","-99.000","-99.000","-99.000","29.100","","23.100",""
"C0A650","2019-09-22 12:00:00","287.000","236.000","2.200","24.400","0.730","979.200","","0.000","-99.000","-99.000","-99.000","24.400","","17.200",""
"C0U750","2019-09-22 12:00:00","398.000","286.000","1.800","22.600","0.760","966.400","","0.000","8.400","293.000","","25.100","","20.800",""
"C0M730","2019-09-22 12:00:00","40.000","349.000","1.900","31.400","0.490","1005.400","","0.000","-99.000","-99.000","-99.000","32.100","","23.700",""
"C0Z061","2019-09-22 12:00:00","174.000","0.000","0.200","25.900","0.860","994.600","","1.500","-99.000","-99.000","-99.000","26.000","","22.900",""
"C0M670","2019-09-22 12:00:00","43.000","347.000","2.700","29.000","0.590","1005.400","","0.000","-99.000","-99.000","-99.000","29.600","","23.500",""
"C0I530","2019-09-22 12:00:00","3014.000","220.000","5.900","10.300","1.000","702.400","","2.000","12.400","208.000","","10.400","","9.300",""
"C0A880","2019-09-22 12:00:00","6.000","329.000","1.800","26.500","0.680","1009.100","","0.000","-99.000","-99.000","-99.000","27.800","","20.100",""
"C0S950","2019-09-22 12:00:00","415.000","25.000","1.300","22.500","0.960","964.300","","27.000","-99.000","-99.000","-99.000","22.500","","20.900",""
"C0X190","2019-09-22 12:00:00","10.000","337.000","2.800","29.400","0.580","1009.000","","0.000","-99.000","-99.000","-99.000","29.500","","24.200",""
"C0A560","2019-09-22 12:00:00","405.000","323.000","1.100","24.100","0.720","964.900","","0.000","-99.000","-99.000","-99.000","24.100","","16.600",""
"C0C620","2019-09-22 12:00:00","19.000","1.000","1.300","26.500","0.690","1008.200","","0.000","-99.000","-99.000","-99.000","27.200","","19.900",""
"C0G790","2019-09-22 12:00:00","27.000","0.000","0.100","29.700","0.560","1010.000","","0.000","-99.000","-99.000","-99.000","30.300","","21.900",""
"C0M850","2019-09-22 12:00:00","695.000","0.000","0.000","25.000","0.680","933.100","","0.000","-99.000","-99.000","-99.000","25.400","","19.000",""
"C0UA20","2019-09-22 12:00:00","2619.000","211.000","2.800","13.700","0.970","-99.000","","0.500","-99.000","-99.000","-99.000","13.700","","11.100",""
"C0F9V0","2019-09-22 12:00:00","525.000","183.000","1.200","26.100","0.670","954.400","","0.000","-99.000","-99.000","-99.000","26.100","","19.300",""
"C0T900","2019-09-22 12:00:00","160.000","55.000","0.400","22.000","0.910","992.400","","2.500","-99.000","-99.000","-99.000","23.300","","22.000",""
"C0K440","2019-09-22 12:00:00","35.000","327.000","3.000","28.100","0.580","1007.300","","0.000","-99.000","-99.000","-99.000","28.100","","22.700",""
"C0Z250","2019-09-22 12:00:00","1124.000","0.000","0.000","19.500","0.990","889.200","","3.500","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0F0A0","2019-09-22 12:00:00","3587.000","192.000","1.200","9.600","0.910","664.400","","0.500","6.400","214.000","","11.600","","6.000",""
"C0G860","2019-09-22 12:00:00","45.000","343.000","1.600","29.600","0.520","1004.600","","0.000","-99.000","-99.000","-99.000","30.000","","23.800",""
"C0V790","2019-09-22 12:00:00","410.000","213.000","1.100","28.500","0.620","964.000","","0.000","-99.000","-99.000","-99.000","28.500","","21.500",""
"C0V740","2019-09-22 12:00:00","60.000","1.000","1.500","30.300","0.480","1004.300","","0.000","-99.000","-99.000","-99.000","30.300","","23.100",""
"C0Z200","2019-09-22 12:00:00","153.000","37.000","1.100","22.100","0.990","995.400","","2.000","-99.000","-99.000","-99.000","24.000","","22.100",""
"C0K520","2019-09-22 12:00:00","10.000","359.000","2.400","28.800","0.500","1009.100","","0.000","-99.000","-99.000","-99.000","29.000","","22.500",""
"C0X250","2019-09-22 12:00:00","33.000","11.000","3.000","29.800","0.510","1007.000","","0.000","-99.000","-99.000","-99.000","29.900","","23.400",""
"C0S940","2019-09-22 12:00:00","150.000","238.000","1.200","24.000","0.880","994.100","","23.500","-99.000","-99.000","-99.000","24.000","","22.300",""
"CM0110","2019-09-22 12:00:00","7.000","360.000","2.500","28.400","0.550","1010.500","","0.000","-99.000","-99.000","-99.000","28.900","","23.500",""
"C0A970","2019-09-22 12:00:00","96.000","337.000","6.400","24.700","0.720","1000.800","","0.000","13.000","343.000","","25.800","","22.700",""
"C0M700","2019-09-22 12:00:00","150.000","339.000","1.500","28.500","0.550","994.300","","0.000","-99.000","-99.000","-99.000","29.000","","22.500",""
"C0U990","2019-09-22 12:00:00","31.000","332.000","2.800","28.300","0.540","1008.100","","0.000","-99.000","-99.000","-99.000","29.000","","25.900",""
"C0D590","2019-09-22 12:00:00","143.000","15.000","0.900","26.400","0.640","996.500","","0.500","-99.000","-99.000","-99.000","27.200","","20.500",""
"C0S790","2019-09-22 12:00:00","236.000","340.000","0.800","23.400","0.920","986.100","","43.000","-99.000","-99.000","-99.000","23.700","","21.500",""
"C0A570","2019-09-22 12:00:00","360.000","0.000","0.000","22.400","0.800","971.900","","0.500","-99.000","-99.000","-99.000","22.400","","17.300",""
"C0M800","2019-09-22 12:00:00","440.000","315.000","0.800","27.200","0.600","961.900","","0.000","-99.000","-99.000","-99.000","27.200","","20.500",""
"C0E870","2019-09-22 12:00:00","34.000","346.000","1.700","27.700","0.570","1008.900","","0.000","-99.000","-99.000","-99.000","28.300","","20.300",""
"C0V490","2019-09-22 12:00:00","20.000","333.000","2.300","29.100","0.560","1008.400","","0.000","-99.000","-99.000","-99.000","29.500","","24.900",""
"C0M710","2019-09-22 12:00:00","15.000","320.000","4.600","27.700","0.660","1009.600","","0.000","-99.000","-99.000","-99.000","28.000","","23.600",""
"C0D570","2019-09-22 12:00:00","15.000","354.000","0.900","28.700","0.630","1009.900","","0.000","-99.000","-99.000","-99.000","29.200","","20.200",""
"C0S910","2019-09-22 12:00:00","212.000","95.000","1.200","24.500","0.930","987.700","","3.000","6.900","168.000","","25.300","","23.500",""
"C0M650","2019-09-22 12:00:00","20.000","352.000","1.700","29.400","0.550","1009.000","","0.000","-99.000","-99.000","-99.000","29.600","","23.300",""
"C0K280","2019-09-22 12:00:00","23.000","357.000","1.800","30.200","0.590","1010.700","","0.000","-99.000","-99.000","-99.000","30.600","","23.000",""
"C0X310","2019-09-22 12:00:00","9.000","334.000","6.500","27.500","0.720","1010.800","","0.000","-99.000","-99.000","-99.000","27.500","","23.600",""
"C0A9C0","2019-09-22 12:00:00","35.000","10.000","1.500","25.900","0.690","1008.300","","0.000","-99.000","-99.000","-99.000","26.100","","19.900",""
"C0V810","2019-09-22 12:00:00","32.000","305.000","4.900","28.400","0.630","1005.500","","0.000","-99.000","-99.000","-99.000","29.300","","24.300",""
"C0E730","2019-09-22 12:00:00","26.000","17.000","1.300","27.400","0.570","1007.200","","0.000","-99.000","-99.000","-99.000","27.900","","21.200",""
"C0V770","2019-09-22 12:00:00","26.000","18.000","2.200","30.500","0.440","1007.400","","0.000","-99.000","-99.000","-99.000","30.500","","23.800",""
"C0UA10","2019-09-22 12:00:00","1711.000","0.000","0.000","17.300","1.000","831.700","","0.000","-99.000","-99.000","-99.000","21.600","","12.600",""
"C0R660","2019-09-22 12:00:00","20.000","265.000","1.600","27.100","-99.000","1009.000","","0.000","-99.000","-99.000","-99.000","27.900","","24.000",""
"C0M640","2019-09-22 12:00:00","155.000","343.000","3.300","28.500","0.510","992.900","","0.000","-99.000","-99.000","-99.000","28.500","","22.500",""
"C0S660","2019-09-22 12:00:00","794.000","320.000","0.500","20.100","0.950","925.000","","3.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0AD40","2019-09-22 12:00:00","32.000","255.000","1.000","26.600","0.590","1008.100","","0.000","-99.000","-99.000","-99.000","26.600","","19.400",""
"C0UA00","2019-09-22 12:00:00","392.000","347.000","1.400","27.700","0.990","967.600","","0.000","-99.000","-99.000","-99.000","28.600","","19.600",""
"C0I080","2019-09-22 12:00:00","536.000","1.000","0.600","26.300","0.630","954.100","","0.000","-99.000","-99.000","-99.000","27.900","","19.300",""
"C0UA30","2019-09-22 12:00:00","1397.000","47.000","0.700","19.500","0.890","860.300","","0.000","-99.000","-99.000","-99.000","20.700","","14.900",""
"C0Z270","2019-09-22 12:00:00","343.000","80.000","1.100","21.900","0.930","973.500","","5.000","-99.000","-99.000","-99.000","22.400","","20.400",""
"C0A550","2019-09-22 12:00:00","422.000","295.000","0.500","24.100","0.800","964.800","","0.000","-99.000","-99.000","-99.000","24.500","","17.700",""
"C0G830","2019-09-22 12:00:00","27.000","339.000","2.400","28.600","0.620","1006.800","","0.000","-99.000","-99.000","-99.000","28.600","","22.700",""
"C0E810","2019-09-22 12:00:00","53.000","345.000","3.400","28.500","0.670","1005.400","","0.000","-99.000","-99.000","-99.000","29.000","","18.900",""
"C0R640","2019-09-22 12:00:00","21.000","46.000","2.500","29.400","0.540","1008.900","","0.000","-99.000","-99.000","-99.000","29.400","","24.800",""
"C0D580","2019-09-22 12:00:00","120.000","0.000","0.000","25.100","0.630","997.500","","0.000","-99.000","-99.000","-99.000","25.500","","16.700",""
"C0M660","2019-09-22 12:00:00","40.000","349.000","2.500","28.800","0.630","1006.900","","0.000","-99.000","-99.000","-99.000","28.800","","23.000",""
"C0K330","2019-09-22 12:00:00","38.000","7.000","1.800","29.600","0.550","1006.300","","0.000","-99.000","-99.000","-99.000","29.600","","22.900",""
"C0E830","2019-09-22 12:00:00","37.000","325.000","3.000","28.400","0.570","1006.700","","0.000","-99.000","-99.000","-99.000","28.400","","23.900",""
"C0R420","2019-09-22 12:00:00","504.000","50.000","1.400","20.900","-99.000","950.500","","47.500","-99.000","-99.000","-99.000","21.400","","19.500",""
"C0X290","2019-09-22 12:00:00","10.000","332.000","4.300","28.100","0.700","1009.900","","0.000","-99.000","-99.000","-99.000","28.300","","23.600",""
"C0U760","2019-09-22 12:00:00","22.000","0.000","0.000","28.500","0.560","1009.900","","0.000","-99.000","-99.000","-99.000","28.700","","22.200",""
